,Betweenness,Closeness,Clustering,Conductance,Cut Ratio,Degree,E In,E In Over E Out,E Out,Expansion,Normalised Cut,ODF,Shortest Path,Triangle Participation
graph_2_4_node_81,0.0029098222887598752,0.3028919330289193,0.0,0.7225714285714286,0.02822631589051266,4,0.971,0.1942,5.029,0.23237359183726447,0.7258906735394037,0.8381666666666667,3.301507537688442,0.0
graph_3_2_node_59,0.002919663715467776,0.31338582677165355,0.1,0.7595191919191919,0.040321865345955395,5,1.104,0.16303809523809523,6.896,0.24073289050774455,0.7640658056221481,0.862,3.190954773869347,0.0
graph_1_3_node_116,0.0033952036596842754,0.2922173274596182,0.2,1.0,0.022597092617279248,5,0.0,0.0,4.0,0.17402371541501976,1.0026385224274406,1.0,3.422110552763819,0.0
graph_3_5_node_157,0.003116554493287917,0.35855855855855856,0.3333333333333333,0.7972354312354313,0.050603207307161814,6,1.14,0.1308174603174603,8.86,0.35897100015887917,0.8030696520503168,0.886,2.7889447236180906,0.01674477693187684
graph_4_2_node_184,0.004940183471444995,0.4086242299794661,0.047619047619047616,0.5797380952380953,0.025478598541529247,7,1.688,0.4395,4.312,0.1477072316390046,0.582587338045512,0.7186666666666667,2.4472361809045227,0.019978434700949448
graph_4_3_node_165,0.007078643596158853,0.3768939393939394,0.14285714285714285,0.8226190476190476,0.03116202159529588,7,0.636,0.13340000000000002,5.364,0.20465020733450412,0.8261566347991833,0.894,2.6532663316582914,0.00021614906832298137
graph_3_4_node_57,0.0044798585751104365,0.36247723132969034,0.2,0.7762868686868687,0.03898260279207042,6,1.009,0.14477142857142855,6.991,0.34522895035485607,0.7808953691836007,0.873875,2.758793969849246,0.0
graph_4_5_node_105,0.01087148264594235,0.3719626168224299,0.15555555555555556,0.8576428571428572,0.03098911226714096,10,0.516,0.1111,5.484,0.28433213499082005,0.8612586818832367,0.914,2.6884422110552766,0.0006040433362172492
graph_2_5_node_173,0.00548644444119212,0.3241042345276873,0.09523809523809523,0.36683333333333334,0.01946507709273783,7,2.799,0.8995,3.201,0.09029628920182013,0.36895354854997003,0.5335,3.0854271356783918,0.08939200359882224
graph_4_2_node_27,0.0047740337671339644,0.4094650205761317,0.13333333333333333,0.6886170046955654,0.09583540616058585,10,3.77,0.24289172918584684,16.23,0.5734396643689823,0.6992872192329938,0.8115,2.442211055276382,0.02420199251411079
graph_4_5_node_34,0.0027547621819142463,0.3671586715867159,0.2,0.7002380952380952,0.029352682723221182,6,1.073,0.2248,4.927,0.15834387052256635,0.7034905606766136,0.8211666666666667,2.7236180904522613,0.00032694918120945075
graph_1_2_node_177,0.0011969746349326654,0.30335365853658536,0.5333333333333333,1.0,0.05,6,0.0,0.0,9.0,0.45,1.0059171597633136,1.0,3.2964824120603016,0.0
graph_1_4_node_177,0.02728206769808618,0.34851138353765326,0.1111111111111111,0.8,0.045439685963753765,10,1.0,0.125,8.0,0.3341878260869565,0.805270092226614,0.8888888888888888,2.869346733668342,0.0
graph_1_3_node_100,0.021916139041874533,0.3472949389179756,0.07142857142857142,1.0,0.028735471744553365,8,0.0,0.0,5.0,0.19231659544159546,1.003295978905735,1.0,2.879396984924623,0.0
graph_2_5_node_42,0.015792240313130507,0.3618181818181818,0.14285714285714285,0.9397777777777778,0.0428665319118843,8,0.271,0.038714285714285715,7.729,0.3967535699205921,0.9448651142798768,0.966125,2.763819095477387,0.0
graph_1_1_node_148,0.0672987390781501,0.3528368794326241,0.15579710144927536,0.043478260869565216,0.011815315830474201,24,22.0,11.0,2.0,0.06510336021505377,0.04483880508725229,0.08333333333333333,2.8341708542713566,0.7161369623655914
graph_1_2_node_57,0.020213889919261718,0.33001658374792703,0.2222222222222222,1.0,0.044444444444444446,10,0.0,0.0,8.0,0.4,1.0052631578947369,1.0,3.030150753768844,0.0
graph_1_2_node_126,0.007108111106157941,0.2943786982248521,0.1,0.45454545454545453,0.028914353920921357,5,3.0,0.6,5.0,0.1846938542938543,0.4578545213886048,0.625,3.3969849246231156,0.0
graph_3_4_node_65,0.010144406958019837,0.3761814744801512,0.14285714285714285,0.9946666666666667,0.03891357256005488,8,0.022,0.0038666666666666667,6.978,0.34449725152595717,0.999260642610105,0.9968571428571429,2.658291457286432,0.0005039835164835165
graph_3_1_node_162,0.005955208518909824,0.35472370766488415,0.10714285714285714,0.4970952380952381,0.024166980131422676,10,2.018,0.5094,3.982,0.11397805077810763,0.49972890177401724,0.6636666666666666,2.819095477386935,7.894736842105263e-05
graph_2_5_node_158,0.005781753033306859,0.35663082437275984,0.14285714285714285,0.9995555555555555,0.04865219056784835,7,0.002,0.0002857142857142857,7.998,0.22523662338793668,1.004817415875439,0.99975,2.8040201005025125,0.0
graph_4_2_node_116,0.0030454752263283295,0.4094650205761317,0.14285714285714285,0.7808761904761905,0.019365762914919163,7,0.626,0.288,3.374,0.15153145168636883,0.7831036281303987,0.8435,2.442211055276382,0.00044375074640729293
graph_1_4_node_107,0.06027810019829962,0.3849129593810445,0.21014492753623187,1.0,0.022727272727272728,26,0.0,0.0,4.0,0.16666666666666666,1.0026385224274406,1.0,2.5979899497487438,0.0
graph_2_1_node_111,0.005251123431332561,0.35855855855855856,0.2,0.42857142857142855,0.01765323958765379,5,2.0,0.6666666666666666,3.0,0.09981284824046921,0.4305568686773187,0.6,2.7889447236180906,0.0
graph_3_4_node_90,0.0031711637338804966,0.3338926174496644,0.1,0.9967428571428572,0.024338907879571884,5,0.009,0.005,3.991,0.1114169396049422,0.9993754703769011,0.99775,2.9949748743718594,8.333333333333333e-05
graph_4_2_node_74,0.00206077119755358,0.3678373382624769,0.2,0.7796969696969697,0.04064582998746854,6,1.041,0.1611142857142857,6.959,0.2635762801631519,0.7842840917357232,0.869875,2.7185929648241207,9.375e-05
graph_2_1_node_86,0.003805552041535168,0.3559928443649374,0.23809523809523808,1.0,0.023537652783538386,7,0.0,0.0,4.0,0.13308379765395895,1.0026385224274406,1.0,2.809045226130653,0.0
graph_3_5_node_196,0.015397713388913681,0.38049713193116635,0.06060606060606061,0.9985,0.033720490399430765,12,0.006,0.0015,5.994,0.27281526614551416,1.0024486479703871,0.999,2.628140703517588,0.0
graph_3_2_node_115,0.003289804599035742,0.35663082437275984,0.2,0.6665238095238095,0.023094837078849118,5,1.001,0.2505833333333333,3.999,0.15026674006597546,0.6691651582851726,0.7998000000000001,2.8040201005025125,0.00013055555555555555
graph_1_5_node_37,0.0006251873281563904,0.28840579710144926,0.3,1.0,0.04624250880340176,5,0.0,0.0,8.0,0.29630769230769227,1.0052631578947369,1.0,3.4673366834170856,0.0
graph_3_5_node_39,0.009124003099341223,0.3719626168224299,0.12727272727272726,0.5502666666666667,0.02806686137949438,11,2.035,0.4127166666666667,4.965,0.2205146054888643,0.5535483999385576,0.7092857142857143,2.6884422110552766,0.0035945548307388434
graph_1_2_node_178,0.009931195040937077,0.31191222570532917,0.4,1.0,0.03550295857988166,6,0.0,0.0,6.0,0.1935483870967742,1.0039525691699605,1.0,3.2060301507537687,0.0
graph_2_5_node_112,0.0017556824236971064,0.33558178752107926,0.19047619047619047,0.6,0.01824370042705246,7,1.0,0.3333333333333333,3.0,0.08440976108410318,0.6019828155981494,0.75,2.979899497487437,0.0
graph_1_5_node_140,0.00902642176558454,0.33056478405315615,0.25,1.0,0.0223463687150838,8,0.0,0.0,4.0,0.19047619047619047,1.0026385224274406,1.0,3.0251256281407035,0.0
graph_1_3_node_192,0.0009118898148709619,0.30197268588770865,0.4,1.0,0.03389849768875192,5,0.0,0.0,6.0,0.2608586956521739,1.0039525691699605,1.0,3.3115577889447234,0.0
graph_2_1_node_0,0.0029642606238413673,0.30381679389312977,0.0,0.6661538461538461,0.04534085417487323,4,2.004,0.2507142857142857,7.996,0.3481386718693291,0.6714282891082238,0.7996000000000001,3.291457286432161,0.0
graph_3_5_node_42,0.005174949082321873,0.34608695652173915,0.0,0.9332888888888888,0.04318406863208668,6,0.329,0.05385714285714285,7.671,0.34899604559160924,0.9383382254743098,0.958875,2.8894472361809047,0.0
graph_2_2_node_27,0.001913900795526081,0.34608695652173915,0.3,0.6670289855072463,0.09425160894165087,5,3.995,0.24963235294117647,16.005,0.5302904444091319,0.677558480617313,0.80025,2.8894472361809047,0.0
graph_3_2_node_23,0.004549090127276395,0.3579136690647482,0.21428571428571427,0.7136428571428571,0.028887079887088284,8,1.003,0.20090000000000002,4.997,0.18609445005020395,0.716941222693698,0.8328333333333334,2.7939698492462313,0.00011555555555555555
graph_3_4_node_173,0.009623089996359862,0.35221238938053095,0.10714285714285714,0.9834761904761905,0.0366413721393391,8,0.06,0.013000000000000001,5.94,0.1623838540791438,0.9873896019882418,0.99,2.8391959798994977,0.0008180708180708181
graph_2_3_node_119,0.010106203701535872,0.3592057761732852,0.1111111111111111,0.6666666666666666,0.023180447344532427,11,1.0,0.25,4.0,0.1459372945700532,0.6693086745926904,0.8,2.7839195979899496,0.0
graph_4_2_node_112,0.0014359158969787218,0.3671586715867159,0.13333333333333333,0.7978857142857143,0.020261300085792786,6,0.526,0.19833333333333333,3.474,0.13313802384145998,0.8001791707459986,0.8685,2.7236180904522613,0.0016540872249266208
graph_1_4_node_54,0.06262235916840506,0.37057728119180633,0.19047619047619047,1.0,0.03509706096079042,30,0.0,0.0,6.0,0.20659599555061178,1.0039525691699605,1.0,2.698492462311558,0.0
graph_3_1_node_30,0.005284323502414199,0.379047619047619,0.06666666666666667,0.5587326492135315,0.04779465836864172,6,3.128,0.402556746031746,7.872,0.22517188172852873,0.5639331745075579,0.7156363636363636,2.6381909547738696,0.0007396000615925428
graph_4_3_node_103,0.015275824730427712,0.398,0.10909090909090909,0.963513986013986,0.050591141273197825,11,0.196,0.028053571428571428,8.804,0.377963819258802,0.9693041099298471,0.9782222222222222,2.512562814070352,0.00224439526968444
graph_3_1_node_94,0.0033868885803552433,0.35535714285714287,0.0,0.9127619047619048,0.02895652822398343,6,0.302,0.09899999999999999,4.698,0.1260874422383875,0.9158600182772674,0.9396,2.814070351758794,0.0
graph_1_3_node_170,0.028320613045029922,0.35472370766488415,0.2761904761904762,0.8181818181818182,0.050847746533127895,17,1.0,0.1111111111111111,9.0,0.3912880434782609,0.8241067688072297,0.9,2.819095477386935,0.0
graph_1_4_node_31,0.00977982957317876,0.30474732006125577,0.2777777777777778,0.5,0.02234762554760342,9,2.0,0.5,4.0,0.19039036325992847,0.5026455026455027,0.6666666666666666,3.2814070351758793,0.0
graph_3_3_node_161,0.029097590783471433,0.39019607843137255,0.0380952380952381,1.0,0.028111191445952616,17,0.0,0.0,5.0,0.2425684238103264,1.003295978905735,1.0,2.562814070351759,0.0
graph_1_5_node_119,0.01366370582033307,0.3503521126760563,0.19444444444444445,1.0,0.02857142857142857,9,0.0,0.0,5.0,0.2,1.003295978905735,1.0,2.8542713567839195,0.0
graph_2_2_node_57,0.0030659216042751005,0.3509700176366843,0.2,0.6,0.03551910734732037,6,2.0,0.3333333333333333,6.0,0.19314264542183882,0.6039630118890357,0.75,2.849246231155779,0.0
graph_4_1_node_66,0.003075860850128513,0.3719626168224299,0.0,0.7607776223776224,0.039301050798067415,6,1.181,0.20032380952380952,6.819,0.31351494131347496,0.7652731228694422,0.852375,2.6884422110552766,0.002254554067992286
graph_1_2_node_83,0.01160541631731979,0.31942215088282505,0.23809523809523808,0.6666666666666666,0.022727272727272728,7,1.0,0.25,4.0,0.16666666666666666,0.6693086745926904,0.8,3.130653266331658,0.0
graph_1_5_node_107,6.0366768909482476e-05,0.2653333333333333,0.8333333333333334,1.0,0.02217900689664633,4,0.0,0.0,4.0,0.2037062656641604,1.0026385224274406,1.0,3.7688442211055277,0.0
graph_2_4_node_58,0.007900510936059712,0.3431034482758621,0.07142857142857142,1.0,0.027774251434372114,8,0.0,0.0,5.0,0.2503051378446115,1.003295978905735,1.0,2.9145728643216082,0.0
graph_1_4_node_187,0.015330631452131538,0.32148626817447495,0.3333333333333333,1.0,0.03409090909090909,6,0.0,0.0,6.0,0.25,1.0039525691699605,1.0,3.1105527638190953,0.0
graph_2_3_node_112,0.003184390886955577,0.33111480865224624,0.2,1.0,0.02238212544076742,6,0.0,0.0,4.0,0.18839390840874706,1.0026385224274406,1.0,3.020100502512563,0.0
graph_2_3_node_56,0.018983550314491962,0.3856589147286822,0.21666666666666667,0.6666666666666666,0.022804712721921198,18,1.0,0.25,4.0,0.16275727486684008,0.6693086745926904,0.8,2.592964824120603,0.0
graph_4_3_node_93,0.0017730463086028795,0.30428134556574926,0.16666666666666666,0.7256904761904762,0.028334221700968124,4,1.06,0.2557,4.94,0.22024028243151597,0.7289506128485571,0.8233333333333334,3.28643216080402,0.003143504076392614
graph_3_5_node_182,0.00276805353071599,0.3454861111111111,0.2,0.7225714285714286,0.028212887518753928,6,0.971,0.1942,5.029,0.23526204710160392,0.7258906735394037,0.8381666666666667,2.8944723618090453,0.0
graph_1_5_node_41,0.00027307852093464124,0.29178885630498536,0.3333333333333333,0.42857142857142855,0.03508771929824561,4,4.0,0.6666666666666666,6.0,0.20689655172413793,0.43254493850520337,0.6,3.4271356783919598,0.0
graph_2_5_node_21,0.00944646436761069,0.32305194805194803,0.05555555555555555,0.7392161616161617,0.03765603589997083,9,1.219,0.18521904761904762,6.781,0.34494990669805853,0.7436878587519806,0.847625,3.0954773869346734,0.0024892557080772185
graph_3_3_node_100,0.004572707165675946,0.3401709401709402,0.1,0.6654166666666667,0.021962761808162444,5,1.006,0.25375,3.994,0.22803146539253655,0.6680547273487532,0.7988000000000001,2.9396984924623117,0.0
graph_1_1_node_198,0.0005296467127897024,0.2888243831640058,0.5,0.0,0.0,4,4.0,4.0,0.0,0.0,0.0,0.0,3.4623115577889445,0.22720355731225295
graph_2_1_node_46,0.012429605791180838,0.35346358792184723,0.0,1.0,0.03530791160025908,9,0.0,0.0,6.0,0.20025228798706804,1.0039525691699605,1.0,2.829145728643216,0.0
graph_2_5_node_22,0.005509576700762662,0.32516339869281047,0.0,0.6489181818181818,0.04267463002530412,6,1.939,0.2809285714285714,7.061,0.2105059149913173,0.6535780289982763,0.7845555555555556,3.0753768844221105,0.07634102605585719
graph_2_5_node_87,0.014565346136264918,0.3754716981132076,0.1111111111111111,0.6804,0.01946507709273783,9,0.799,0.2663333333333333,3.201,0.09029628920182013,0.6825146126708369,0.80025,2.663316582914573,0.0
graph_1_3_node_30,0.020538710336694105,0.3454861111111111,0.25,0.4666666666666667,0.039544912080238685,9,4.0,0.5714285714285714,7.0,0.3045415019762846,0.47129936024707697,0.6363636363636364,2.8944723618090453,0.0
graph_2_3_node_63,0.002662683490635981,0.34608695652173915,0.2,0.6079428571428571,0.017088305101776446,6,0.981,0.32899999999999996,3.019,0.12951089262187088,0.6099381233388301,0.75475,2.8894472361809047,0.0
graph_1_4_node_78,0.008099168623244586,0.31738437001594894,0.2857142857142857,0.6666666666666666,0.022727272727272728,7,1.0,0.25,4.0,0.16666666666666666,0.6693086745926904,0.8,3.150753768844221,0.0
graph_1_1_node_146,0.021892512716108148,0.3163751987281399,0.10909090909090909,0.1,0.011815315830474201,11,9.0,4.5,2.0,0.06510336021505377,0.10133689839572194,0.18181818181818182,3.1608040201005023,0.29296512096774197
graph_3_2_node_55,0.008312815014685384,0.3712686567164179,0.1388888888888889,0.6684761904761904,0.023716291169398742,9,0.996,0.24983333333333332,4.004,0.1299876747956246,0.671120801301931,0.8008000000000001,2.693467336683417,0.0
graph_4_3_node_55,0.02035885851658056,0.402020202020202,0.054945054945054944,0.9183333333333333,0.027659246408889605,14,0.247,0.06291666666666666,4.753,0.1811413989815519,0.9214677632291967,0.9506,2.487437185929648,8.333333333333333e-05
graph_1_4_node_44,0.0008123243243200393,0.2756232686980609,0.4,1.0,0.028399803727346098,5,0.0,0.0,5.0,0.20886739130434784,1.003295978905735,1.0,3.628140703517588,0.0
graph_3_2_node_142,0.004829608313289236,0.3671586715867159,0.10714285714285714,0.504547619047619,0.02347994965783102,8,1.981,0.4951,4.019,0.1417373341418495,0.5072055452802936,0.6698333333333333,2.7236180904522613,0.0
graph_4_2_node_99,0.004934465890230292,0.39173228346456695,0.03571428571428571,0.6338893939393939,0.031560374391911665,8,1.634,0.32865,5.366,0.18797841065198576,0.6374327246041692,0.7665714285714286,2.5527638190954773,0.004212573769186585
graph_1_4_node_174,0.011343598703571245,0.32148626817447495,0.28888888888888886,1.0,0.03977272727272727,10,0.0,0.0,7.0,0.2916666666666667,1.0046082949308757,1.0,3.1105527638190953,0.0
graph_3_5_node_83,0.0014815376823629012,0.35727109515260325,0.16666666666666666,0.9986666666666667,0.02802173929411956,4,0.004,0.001,4.996,0.2339627430288403,1.0019600296884827,0.9992,2.798994974874372,0.0
graph_1_1_node_177,0.013248275933984031,0.33277591973244147,0.3055555555555556,0.058823529411764705,0.005747126436781609,9,8.0,8.0,1.0,0.038461538461538464,0.059491532083775396,0.1111111111111111,3.0050251256281406,0.34615384615384615
graph_4_4_node_14,0.009502467053288928,0.36446886446886445,0.07142857142857142,0.816047619047619,0.030121151076265992,8,0.703,0.1668,5.297,0.2549180385958115,0.8195410348661158,0.8828333333333334,2.7437185929648242,0.0003966624360813744
graph_4_2_node_197,0.0027416778223147585,0.37057728119180633,0.0,0.7612444444444445,0.03479794548069038,6,1.088,0.23641666666666666,5.912,0.21932048679846058,0.7651432851447235,0.8445714285714285,2.698492462311558,0.0
graph_3_2_node_50,0.01617357140672204,0.3849129593810445,0.06593406593406594,0.7146860805860806,0.053387889547505375,14,1.861,0.2093484126984127,9.139,0.3214484722955158,0.7207083141946927,0.8308181818181818,2.5979899497487438,0.038377004110450266
graph_4_5_node_198,0.0052252726198876226,0.3579136690647482,0.06666666666666667,0.7852761904761905,0.01955674606377274,6,0.602,0.267,3.398,0.1458190041798512,0.787519466707148,0.8495,2.7939698492462313,0.016690162455141735
graph_1_1_node_61,0.008634436539436663,0.28674351585014407,0.19047619047619047,0.07692307692307693,0.0056179775280898875,7,6.0,6.0,1.0,0.045454545454545456,0.07758929944139804,0.14285714285714285,3.487437185929648,0.22727272727272727
graph_1_1_node_24,0.0009920642433017721,0.2700135685210312,0.2,0.0,0.0,5,5.0,5.0,0.0,0.0,0.0,0.0,3.7035175879396984,0.18181818181818182
graph_3_4_node_28,0.012472332574052314,0.3678373382624769,0.0,0.6972032967032967,0.0589735784745121,8,2.187,0.23143333333333332,9.813,0.33790015138125473,0.7036692751717256,0.81775,2.7185929648241207,0.0
graph_3_3_node_47,0.005555079233879111,0.3712686567164179,0.19047619047619047,0.635047619047619,0.022293949515971103,7,1.138,0.30966666666666665,3.862,0.15710817981419262,0.6375989868555388,0.7724000000000001,2.693467336683417,0.0
graph_1_3_node_125,0.000308133172592922,0.2952522255192878,0.5,0.6666666666666666,0.022597092617279248,4,1.0,0.25,4.0,0.17402371541501976,0.6693086745926904,0.8,3.386934673366834,0.0
graph_2_2_node_85,0.011518168367339158,0.3776091081593928,0.19696969696969696,1.0,0.023679404898213578,12,0.0,0.0,4.0,0.1287617636145592,1.0026385224274406,1.0,2.648241206030151,0.0
graph_4_5_node_81,0.005851264906888299,0.379047619047619,0.13333333333333333,0.8681190476190476,0.03201508672050026,6,0.514,0.1255,5.486,0.22289295752488025,0.8717358117863163,0.9143333333333333,2.6381909547738696,0.0
graph_4_1_node_74,0.004423766195223571,0.3768939393939394,0.06666666666666667,0.6948018648018648,0.03845777338976735,6,1.555,0.2823904761904762,6.445,0.21161756986166735,0.6990535685210901,0.805625,2.6532663316582914,0.03570194747001478
graph_3_5_node_107,0.002421596043865745,0.3220064724919094,0.0,0.9393333333333334,0.021961589389514705,4,0.152,0.051,3.848,0.1572564547167927,0.941872185717264,0.962,3.1055276381909547,0.0
graph_3_4_node_134,0.003282970987639136,0.32676518883415434,0.0,0.5321904761904762,0.02297987856446608,5,2.104,0.7008,3.896,0.15528432148724552,0.5347652880843201,0.6493333333333333,3.0603015075376883,0.05653297343493108
graph_3_4_node_46,0.0034803009485747075,0.32730263157894735,0.1,0.7257857142857143,0.02899992399048097,5,1.071,0.2591,4.929,0.2495900549470954,0.7290385809339406,0.8215,3.0552763819095476,0.0
graph_1_4_node_115,0.0007192269019867483,0.3080495356037152,0.6666666666666666,0.6666666666666666,0.023398040640526946,6,1.0,0.25,4.0,0.13773066370040785,0.6693086745926904,0.8,3.2462311557788945,0.0
graph_1_4_node_3,0.0035390320576827268,0.2922173274596182,0.23809523809523808,1.0,0.05586906386900854,7,0.0,0.0,10.0,0.47597590814982116,1.0065703022339028,1.0,3.422110552763819,0.0
graph_1_2_node_137,0.015234779825886913,0.3294701986754967,0.2222222222222222,1.0,0.03977272727272727,9,0.0,0.0,7.0,0.2916666666666667,1.0046082949308757,1.0,3.0351758793969847,0.0
graph_3_3_node_107,0.0131117857382662,0.3747645951035782,0.05555555555555555,0.854552380952381,0.019657420976666843,9,0.422,0.20133333333333334,3.578,0.22230871138520764,0.8569137365062027,0.8945,2.6683417085427137,0.0
graph_2_1_node_175,0.0024845698447201,0.3503521126760563,0.3333333333333333,0.7142857142857143,0.029422065979422984,7,1.0,0.2,5.0,0.16635474706744868,0.7175860443187176,0.8333333333333334,2.8542713567839195,0.0
graph_1_1_node_194,0.009029768129185066,0.3189102564102564,0.25,0.06666666666666667,0.005907657915237101,8,7.0,7.0,1.0,0.03255168010752688,0.06733377807427174,0.125,3.135678391959799,0.26041344086021506
graph_4_5_node_170,0.009733487437609102,0.36380255941499084,0.08888888888888889,0.6501062271062271,0.045111997172679344,10,2.163,0.2876785714285714,7.837,0.32670034786475477,0.6552767454471271,0.7837000000000001,2.748743718592965,0.016332796300833008
graph_4_1_node_3,0.012747403428866778,0.40040241448692154,0.045454545454545456,0.6676103896103897,0.046629006210758196,12,2.063,0.27753968253968253,7.937,0.2909741515667109,0.6728454520662944,0.7937,2.4974874371859297,0.02952098967596833
graph_2_5_node_146,0.0020256746161404393,0.3262295081967213,0.3333333333333333,0.83275,0.05615284520272681,8,1.006,0.10126666666666667,9.994,0.4558410018505197,0.8393250343126277,0.9085454545454545,3.0653266331658293,0.00013794926004228328
graph_1_2_node_136,0.007970292571209172,0.31587301587301586,0.42857142857142855,0.2727272727272727,0.01775147928994083,8,4.0,1.3333333333333333,3.0,0.0967741935483871,0.2747179827471798,0.42857142857142855,3.1658291457286434,0.0
graph_1_2_node_107,0.00600634795827746,0.30474732006125577,0.2,1.0,0.023121656136577497,5,0.0,0.0,4.0,0.14813756613756612,1.0026385224274406,1.0,3.2814070351758793,0.0
graph_4_5_node_145,0.004712853025057844,0.3685185185185185,0.25,0.6397737373737373,0.036139979873528155,8,1.815,0.31356190476190476,6.185,0.23007470466976132,0.6438567180317658,0.773125,2.71356783919598,0.01164639326993221
graph_1_2_node_97,0.0015059082598156063,0.2822695035460993,0.5,0.5,0.022474195391354028,5,2.0,0.5,4.0,0.18167588932806325,0.5026455026455027,0.6666666666666666,3.542713567839196,0.0
graph_3_5_node_145,0.006740327155908786,0.3436960276338515,0.14285714285714285,0.6387717171717171,0.03465750334025147,8,1.798,0.29817142857142853,6.202,0.30019085507359705,0.6428661337057711,0.77525,2.909547738693467,6.382978723404255e-05
graph_2_3_node_103,0.0002626383365814576,0.2952522255192878,0.0,0.9757272727272728,0.050490489954274416,4,0.133,0.018910714285714284,8.867,0.36390098200511245,0.9815582084990079,0.9852222222222222,3.386934673366834,0.0
graph_4_1_node_51,0.005706312190496488,0.379047619047619,0.07142857142857142,0.6090109890109889,0.044382377541873505,8,2.457,0.3348809523809524,7.543,0.2899317575177223,0.613990632253362,0.7543,2.6381909547738696,0.00014634146341463414
graph_3_4_node_153,0.005721613852566172,0.36380255941499084,0.23809523809523808,0.5743459207459207,0.035896904345255075,7,2.177,0.3812,5.823,0.1595475964948825,0.5781931739386617,0.727875,2.748743718592965,0.0
graph_2_5_node_139,0.0017790575394188548,0.34912280701754383,0.4,0.6666,0.09729315666357805,5,4.001,0.2500833333333333,15.999,0.45016455911521697,0.6771256774104014,0.79995,2.864321608040201,0.08443059441743653
graph_3_3_node_174,0.0038219120130909144,0.34851138353765326,0.06666666666666667,0.9292833333333334,0.03884215499204474,6,0.296,0.053483333333333334,6.704,0.25488616373740175,0.9336989220950548,0.9577142857142857,2.869346733668342,0.0001967741935483871
graph_1_5_node_0,0.022885706120125374,0.35727109515260325,0.10714285714285714,0.4289010989010989,0.033724060008787894,8,3.997,0.665952380952381,6.003,0.2729090909090909,0.43287656801425944,0.6003,2.798994974874372,0.0
graph_4_3_node_57,0.003956369669425988,0.3378607809847199,0.0,0.8220282828282828,0.040584943818334517,5,0.846,0.13245714285714286,7.154,0.3587396719268766,0.826741972317433,0.89425,2.959798994974874,0.00017142857142857143
graph_3_1_node_31,0.0024802464186174013,0.3338926174496644,0.3,0.9849285714285714,0.03452368245230229,5,0.053,0.010700000000000001,5.947,0.2152597065718817,0.9888465693360227,0.9911666666666666,2.9949748743718594,0.0
graph_1_2_node_192,0.008386212651494194,0.30709876543209874,0.0,1.0,0.03371129308703104,5,0.0,0.0,6.0,0.27251383399209483,1.0039525691699605,1.0,3.2562814070351758,0.0
graph_2_4_node_94,0.005883798998048503,0.3540925266903915,0.13333333333333333,0.6413095238095238,0.02189732705389894,6,1.107,0.29541666666666666,3.893,0.17550921155530383,0.6438812737541156,0.7786000000000001,2.8241206030150754,0.0002720450281425891
graph_3_2_node_172,0.004770713556130908,0.3592057761732852,0.13333333333333333,0.7437714285714286,0.02946453811191485,6,0.898,0.18080000000000002,5.102,0.19182593303532763,0.7471382714050278,0.8503333333333334,2.7839195979899496,0.0
graph_3_3_node_180,0.0031580602870303846,0.34973637961335674,0.1,0.9773333333333334,0.02167310985786396,7,0.058,0.020666666666666667,3.942,0.22538394313407106,0.9799338143428447,0.9855,2.85929648241206,0.0004436055143160127
graph_3_5_node_127,0.02521926858063435,0.40365111561866124,0.1,1.0,0.02217545905723933,16,0.0,0.0,4.0,0.20962772219553943,1.0026385224274406,1.0,2.477386934673367,0.0
graph_4_5_node_194,0.006694381780787699,0.38791423001949316,0.10714285714285714,0.8417777777777777,0.04311883408625617,8,0.746,0.11596190476190475,7.254,0.24048938143422618,0.8465564821274019,0.90675,2.577889447236181,0.00475430960629474
graph_2_2_node_13,0.005783861775714299,0.36446886446886445,0.14285714285714285,0.6,0.03533341394063438,9,2.0,0.3333333333333333,6.0,0.19879333783569045,0.6039630118890357,0.75,2.7437185929648242,0.0
graph_2_5_node_194,0.0024232022631955788,0.3189102564102564,0.3333333333333333,0.9995555555555555,0.04469125574152693,7,0.002,0.0002857142857142857,7.998,0.38197853077917243,1.004817415875439,0.99975,3.135678391959799,0.0
graph_3_5_node_26,0.0077722326038647685,0.3712686567164179,0.03571428571428571,0.4734787878787879,0.02887664634078408,8,2.87,0.5654666666666667,5.13,0.23218650205937796,0.47687286497599984,0.64125,2.693467336683417,0.0
graph_2_5_node_23,0.0014805467663447042,0.33843537414965985,0.4,0.7138571428571429,0.030403237459813066,7,1.002,0.2006,4.998,0.14074817308442347,0.7171561632353712,0.8330000000000001,2.9547738693467336,0.0
graph_3_2_node_194,0.014882438354419407,0.39250493096646943,0.07272727272727272,0.7769090909090909,0.041411418526932954,11,1.009,0.14543809523809523,6.991,0.2274678355945285,0.7815175554096909,0.873875,2.5477386934673367,0.000125
graph_4_1_node_41,0.0052586462364583066,0.36247723132969034,0.0,0.681985014985015,0.0481574066218032,7,1.945,0.25390079365079365,8.055,0.26235642489441174,0.687296942107829,0.8055,2.758793969849246,0.018902103001259093
graph_2_3_node_79,0.0009424051346348495,0.31687898089171973,0.16666666666666666,0.99975,0.039621479752318764,4,0.001,0.00016666666666666666,6.999,0.30004581027667987,1.0043576444195859,0.9998571428571429,3.1557788944723617,0.0
